Insufficient_Weight,Normal_Weight,Obesity_Type_I,Obesity_Type_II,Obesity_Type_III,Overweight_Level_I,Overweight_Level_II
0.0009541433391859755,0.0016730556380935013,0.5080524608492851,0.0077482383931055665,0.00042064269655384123,0.004415624949615449,0.47673583775758743
6.26625669610803e-05,7.656838715774938e-05,0.0007259077538037673,0.00016913860235945322,0.9987855106592178,8.608086409367388e-05,9.415073509444483e-05
0.00015286230518540833,0.0001577793991600629,0.0011256798461545259,0.0004374946001917124,0.9976916313171387,0.00019166488709743135,0.00024286070402013138
0.5808291733264923,0.4097307249903679,0.0011363650410203263,0.0006273688122746535,0.003010170941706747,0.003240780613850802,0.0014254075067583472
0.0012877556728199124,0.0024445822346024215,0.27981357648968697,0.0013836856669513509,0.0005260794350760989,0.013601801590994,0.7009425312280655
0.0002897475533245597,0.0002033684213529341,0.014392707962542772,0.9835692942142487,0.00022634811830357648,0.0003116469852102455,0.0010068652918562293
0.00020801495338673703,0.0006721084064338356,0.9775132685899734,0.0011589353525778279,0.00010009214929596055,0.00020388674238347448,0.02014371706172824
8.885724128049333e-05,7.607265888509573e-05,0.0005494816723512486,0.00024672980725881644,0.9988153725862503,0.00011172874656040221,0.00011173524944751989
0.001334953703917563,0.002141819190001115,0.025921220425516367,0.005498012062162161,0.0009835626988206059,0.2941792793571949,0.6699411869049072
0.00013797061183140613,8.15692819742253e-05,0.0013187957229092717,0.9978988617658615,0.00017663592007011175,0.00016036064698710106,0.00022582347446586937
0.0009302191028837115,0.0023421113146468997,0.015882240841165185,0.0010707376641221344,0.0007832207047613338,0.7578698843717575,0.22112154588103294
0.0008394901669817045,0.00630360865034163,0.009370247717015445,0.0008669447706779465,0.0003813911971519701,0.03216304071247578,0.9500752836465836
7.518473103118595e-05,8.968071233539376e-05,0.0008637678693048656,0.0008661401807330549,0.9978046268224716,0.00013067011423117947,0.00016989733558148146
0.0003857699593936559,0.0009683694952400401,0.009025805280543864,0.0007363276090472937,0.0002439256313664373,0.016810372471809387,0.9718294441699982
0.9934879392385483,0.005052742606494576,0.0003213389209122397,0.0001486560322518926,0.00010719650890678167,0.0005693109342246316,0.0003128125208604615
0.965298518538475,0.02922381740063429,0.0004760562733281404,0.00023304763817577623,0.0006113626222941093,0.0037367111071944237,0.00042045048030558974
0.00014444451699091587,0.0003030938205483835,0.993744820356369,0.0034727794118225574,0.0001918127527460456,0.0004322311797295697,0.001710802927846089
0.0014052988844923675,0.002870334021281451,0.8006706684827805,0.004522298171650618,0.0007559216173831373,0.02425727783702314,0.16551819443702698
0.0001374629900965374,0.00011253563206992112,0.002526929252780974,0.0005415943523985334,0.9963412284851074,0.00015337729200837202,0.0001869065199571196
0.0016157168138306588,0.062409705482423306,0.004335777077358216,0.0006409802881535143,0.0020374753221403807,0.08954795636236668,0.8394124060869217
0.0035229183267802,0.5667128711938858,0.004954570555128157,0.0014551555941579863,0.0011233408586122096,0.3592454195022583,0.0629857275635004
0.00016764965221227612,0.00011144545896968339,0.00271081505343318,0.9961832016706467,9.300778583565261e-05,0.00015362795238615945,0.000580245687160641
5.094272000860656e-05,6.711432342854096e-05,0.0009028626809595153,0.0001457930793549167,0.9986746311187744,7.556655509688426e-05,8.305989740620134e-05
0.002056395693216473,0.00274403125513345,0.8715931475162506,0.003861794655676931,0.0009248344722436741,0.01606469228863716,0.10275511257350445
8.299345972773153e-05,7.716215895925416e-05,0.0007109684811439365,0.0002726485618040897,0.9986328035593033,0.00011074472968175542,0.00011266761976003181
0.0003624505552579649,0.0002341785584576428,0.006086820270866156,0.9921302646398544,0.00021586046932497993,0.00033941461151698604,0.000631016053375788
0.0003858368218061514,0.002215561136836186,0.005108717305120081,0.0004913457887596451,0.00018054225256491918,0.9694940447807312,0.022123924922198057
0.9957931488752365,0.0018474874377716333,0.0002428105399303604,0.00020216121447447222,0.0009673458407633007,0.0007192657576524653,0.0002277810126543045
0.0034081717021763325,0.35182151943445206,0.02359146624803543,0.0013728187477681786,0.00108031697163824,0.21165776625275612,0.4070679321885109
4.60433275293326e-05,5.62245922992588e-05,0.0008149912755470723,0.00017409599058737513,0.9987840950489044,5.2027231504325755e-05,7.250336602737661e-05
0.9680058360099792,0.009493526304140687,0.0020865912665612996,0.0008017582877073437,0.00048444185813423246,0.017791491700336337,0.0013363740290515125
0.0007029192493064329,0.003173789184074849,0.008423338644206524,0.0012214204034535214,0.0005602149321930483,0.0474960720166564,0.9384222328662872
0.0020087215525563806,0.1034297551959753,0.03899891767650843,0.0018829776381608099,0.0031852874672040343,0.08406820241361856,0.766426146030426
0.008128112531267107,0.3401877284049988,0.006256315333303064,0.0007807937363395467,0.004244192619808018,0.6228344142436981,0.017568436451256275
0.994979202747345,0.0024070423387456685,0.00023448524370905943,0.00016078582302725408,0.0004842594644287601,0.0014536893577314913,0.0002805537915264722
0.9921278953552246,0.005810867063701153,0.0004757923379656859,0.00012737612814817112,0.00014356197243614588,0.0010263454605592415,0.0002881629661715124
0.0006900306907482445,0.0005782176012871787,0.7088558822870255,0.03902490111067891,0.0005486480440595187,0.0009708824654808268,0.24933142587542534
3.904395680365269e-05,4.9301407671009656e-05,0.00045159678120398894,0.00010414547432446852,0.9992417693138123,5.595434322458459e-05,5.820800197398057e-05
0.0038172529893927276,0.9865682721138,0.0006987614906392992,0.0005156298575457186,0.0008101417479338124,0.006263243034482002,0.0013266775786178187
0.00020596283138729632,0.00015746436656627338,0.004424510698299855,0.9941808134317398,0.00020529894027276896,0.00018356031068833545,0.0006424159510061145
0.7847890853881836,0.20881418883800507,0.000621087419858668,0.00038530491292476654,0.0010714278905652463,0.0029554750653915107,0.001363428425975144
0.00014684651432617102,0.0002139325406460557,0.9896737933158875,0.00048282300122082233,0.0001836863812059164,0.007104170275852084,0.0021947583300061524
0.0007307676205527969,0.0028013307601213455,0.02543400041759014,0.001220538470079191,0.0002690115579753183,0.01714317430742085,0.9524012207984924
0.0007342256722040474,0.010387128219008446,0.022484081564471126,0.0018037872505374253,0.0004898890110780485,0.28998202458024025,0.6741188764572144
0.0006758951931260526,0.0009853494702838361,0.01940426928922534,0.0017712019325699657,0.0005132018486619927,0.023578334134072065,0.953071728348732
0.001063507137587294,0.001350272781564854,0.19367791339755058,0.004470602318178862,0.0005442353940452449,0.004703644139226526,0.7941898107528687
0.0019727179023902863,0.0032241904409602284,0.4849685728549957,0.0033361490932293236,0.0062928826082497835,0.30311547592282295,0.1970900073647499
0.00010466329695191234,9.833938202064019e-05,0.000769052334362641,0.0003310649153718259,0.9984277039766312,0.0001103238155337749,0.0001588784343766747
0.0003270844572398346,0.0006384709995472804,0.004697268595919013,0.0007784529298078269,0.00027990257149212994,0.007878347183577716,0.9854004681110382
7.122125771275023e-05,5.6442635468556546e-05,0.0010017188469646499,0.0002513066901883576,0.9984553456306458,6.956584547879174e-05,9.436493382963818e-05
0.904101088643074,0.06332993973046541,0.00233190311701037,0.001169454844784923,0.005748742143623531,0.0214492860250175,0.001869604951934889
0.0006541616094182245,0.061628871597349644,0.004189077066257596,0.0004609679599525407,0.0014477097720373422,0.9224651902914047,0.009154017549008131
0.0020416671759448946,0.0021547869546338916,0.05059163551777601,0.0046845750766806304,0.0009065853955689818,0.16028322465717793,0.7793375104665756
0.0004574600461637601,0.05361090041697025,0.0015767158765811473,0.0004009406184195541,0.00034940828481921926,0.9365604221820831,0.007044116617180407
0.0015199060580926016,0.0033425764995627105,0.9108579456806183,0.0634625805541873,0.01242801290936768,0.0016373145626857877,0.006751638255082071
0.0006515184504678473,0.00042739858326967806,0.9758432656526566,0.002243420953163877,0.0002637648467498366,0.010929106967523694,0.009641524404287338
8.474331843899563e-05,8.411963699472835e-05,0.0030351339373737574,0.9961798638105392,0.00011742812239390332,0.00011002736937371083,0.00038871430297149345
0.9248329102993011,0.06949166301637888,0.0011545733432285488,0.0004161059405305423,0.000284629910311196,0.0030337731004692614,0.0007863454666221514
0.0022434233396779746,0.34205279499292374,0.03754251450300217,0.0016913614235818386,0.0020850141590926796,0.6038496419787407,0.010535260895267129
0.0003760503386729397,0.00031544890589429997,0.05459382012486458,0.9429430067539215,0.00033374921258655377,0.00036848516174359247,0.001069427133188583
0.002254703373182565,0.0015709186263848096,0.30497730150818825,0.00392628664849326,0.0010033039143308997,0.06133459135890007,0.6249329224228859
5.180951120564714e-05,5.9603116824291646e-05,0.0006874537066323683,0.00014465902131632902,0.9988966584205627,7.557946264569182e-05,8.424284987995634e-05
0.0011118369147880003,0.0007536652556154877,0.009754056460224092,0.984640046954155,0.0009375045192427933,0.0012212256988277659,0.0015816538943909109
9.067521841643611e-05,7.784132139931899e-05,0.0006254298350540921,0.00025338333944091573,0.9987222105264664,0.00011527776950970292,0.00011517566417751368
0.0002126430263160728,0.00023772587155690417,0.013268128735944629,0.9850828945636749,0.0003786440793192014,0.00027330310331308283,0.0005466415823320858
0.0008985804452095181,0.0032969164894893765,0.05701486673206091,0.0012235050817253068,0.0006724632112309337,0.1947358474135399,0.742157831788063
3.5591987398220226e-05,4.047314723720774e-05,0.0009602255013305694,0.00012067576608387753,0.9987358003854752,5.278519074636279e-05,5.445306123874616e-05
0.010054951533675194,0.015279524028301239,0.0055761305266059935,0.0015112220717128366,0.0008298375614685938,0.9589422196149826,0.007806100067682564
0.9742747396230698,0.017131518106907606,0.0012358926614979282,0.000377446151105687,0.0003652760642580688,0.005788667825981975,0.0008264327479992062
0.00034751837665680796,0.0004226337550790049,0.011359882541000843,0.9862727373838425,0.00027837376546813175,0.0003892990425811149,0.0009295500640291721
0.0024972310930024832,0.04435278754681349,0.03399408049881458,0.0016196358192246407,0.0012780026445398107,0.8756417632102966,0.04061650997027755
6.061999738449231e-05,4.886560782324523e-05,0.0007691893115406856,0.9989034980535507,4.425689439813141e-05,6.237003162823385e-05,0.00011122156865894794
0.0009226484835380688,0.05857759155333042,0.0026731364778243005,0.0011574475647648796,0.0005257113298284821,0.9237673878669739,0.01237610331736505
7.006031319178874e-05,6.149968885438284e-05,0.0009363577119074762,0.00019564064859878272,0.9985563009977341,9.209509335050825e-05,8.807121139398078e-05
0.00045591457455884665,0.0005385037293308415,0.9861093759536743,0.00043423254101071507,0.00012905866242363118,0.00044133493793196976,0.011891599977388978
0.04466742556542158,0.1060361061245203,0.007901038276031613,0.002187754405895248,0.0008985250169644132,0.793340265750885,0.04496889654546976
0.9542982578277588,0.039922759868204594,0.000975858565652743,0.0003461293817963451,0.00024564254272263497,0.0034051089314743876,0.0008062823471846059
0.00017334389849565923,0.00012216292998346034,0.0021975879499223083,0.9967284053564072,0.00017019736696965992,0.0002025662106461823,0.00040573141450295225
0.0013213025376899168,0.0011540613777469844,0.7799834161996841,0.023465142119675875,0.000697385286912322,0.013849174370989203,0.17952953279018402
4.0585735405329615e-05,4.497700592764886e-05,0.0010106409899890423,0.00013732039406022523,0.998646467924118,5.9049805713584647e-05,6.095088883739663e-05
0.00019780218644882552,0.00015446840006916318,0.00415384495863691,0.0005997508997097611,0.9942481815814972,0.00022990974321146496,0.0004160309399594553
9.889557804854121e-05,8.318282198160887e-05,0.0006695515476167202,0.00024799454331514426,0.998671755194664,0.00011507442650326993,0.0001135561633418547
0.03365679085254669,0.9591305553913116,0.0009648373670643196,0.00037568501647911035,0.0002895155776059255,0.004509304533712566,0.0010732943483162671
7.421820737363305e-05,8.003792299859924e-05,0.0005638478396576829,0.0005012668480048887,0.9985808432102203,8.80389052326791e-05,0.00011173767597938422
0.00015185237862169743,0.0001967032458196627,0.01184639846906066,0.9870317876338959,0.00018059096692013554,0.0001706458042463055,0.00042201202450087294
0.0016716879035811871,0.0036513804807327688,0.6601000279188156,0.0035522112739272416,0.000809985285741277,0.005387020413763821,0.3248276859521866
0.0007274181916727684,0.9642214179039001,0.003256355645135045,0.000349313260812778,0.00030023966246517375,0.021885453490540385,0.009259830112569034
0.027779214549809694,0.9590651243925095,0.0006826770550105721,0.00031226142891682684,0.0014806372346356511,0.009541058097966015,0.0011390198342269287
0.09801626391708851,0.8893101513385773,0.002225232805358246,0.000826227871584706,0.0020756700832862407,0.005640631774440408,0.001905804849229753
0.9283384680747986,0.06695428118109703,0.000525484952959232,0.0002868918272724841,0.0004186922524240799,0.0027909952332265675,0.0006852337610325776
0.005926304962486029,0.34574954956769943,0.03631431609392166,0.010004280135035515,0.007394394604489207,0.3608591556549072,0.2337520457804203
0.00032528087103855796,0.0003326398255012464,0.9895478636026382,0.006043596658855677,0.0003019273208337836,0.0007284915773198009,0.0027201712073292583
4.860648732574191e-05,5.510788923857035e-05,0.001030647341394797,0.00016540240721951704,0.9985553622245789,7.113197443686659e-05,7.374914093816187e-05
4.7327160245913547e-05,4.830917896470055e-05,0.0005119762281537987,0.00017312428462901153,0.999080240726471,5.194218374526827e-05,8.705162144906353e-05
0.39261144399642944,0.5972160771489143,0.001459852239349857,0.0012553680135169998,0.00036093014932703227,0.005621672607958317,0.0014746563392691314
0.001804230996640399,0.0145117761567235,0.6812581568956375,0.0023110781621653587,0.0008246766374213621,0.08695276826620102,0.21233730763196945
5.29872650076868e-05,5.970402253296925e-05,0.000781638067564927,0.00018979925152962096,0.99875907599926,7.465525504812831e-05,8.21555249785888e-05
0.00019948584667872638,0.0020767305977642536,0.002256141946418211,0.0001143118479376426,0.00019610980598372407,0.9929047524929047,0.0022524674714077264
0.0019230647303629667,0.014151837909594178,0.004304991802200675,0.0012893363746115938,0.0007059536728775129,0.9114160537719727,0.06620875652879477
0.0004504597163759172,0.00034434271583450027,0.9595870524644852,0.009435753687284887,0.0002483728858351242,0.0005205409179325216,0.029413501266390085
0.9948569238185883,0.0006440244105760939,0.0001668867225816939,0.0001071029000740964,0.0012347673473414034,0.0027808391605503857,0.0002094226365443319
0.005183455708902329,0.9702330529689789,0.001594356057466939,0.0004265116585884243,0.0006752834378858097,0.020301325945183635,0.0015859923441894352
0.0019876286387443542,0.0019086723041255027,0.1642666570842266,0.0027646904927678406,0.0013068021216895431,0.31269926205277443,0.5150663033127785
0.0010443513310747221,0.6855929493904114,0.0020614695677068084,0.0004517243360169232,0.001094054794521071,0.3018498867750168,0.007905556121841073
9.768731979420409e-05,7.129093046387425e-05,0.0023119325342122465,0.9968091696500778,0.00010876810119953007,0.00010400090650364291,0.0004971463713445701
0.9770842790603638,0.0026195289101451635,0.0005839998193550855,0.00019668110871862154,0.0001727963135635946,0.018696909304708242,0.000645789346890524
0.9982177764177322,0.000518697255756706,0.0001437940663890913,7.227924015751341e-05,0.00010718316480051726,0.0008174635004252195,0.0001228421588166384
6.997746550041484e-05,5.357621739676688e-05,0.0003945088610635139,0.9992303103208542,7.810077386238845e-05,6.400151505658869e-05,0.00010954314893751871
3.928895694116363e-05,5.5511096434202045e-05,0.0010676016827346757,0.00017941939586307853,0.9985367506742477,4.509522250373266e-05,7.631917287653778e-05
0.00023942150801303796,0.00044233222433831543,0.9966123402118683,0.0015482133603654802,0.00011634155089268461,0.00021763167751487345,0.000823725014925003
0.00022933703075977974,0.0006004617607686669,0.0028126189718022943,0.00011958206960116513,0.00018592926426208578,0.9943896532058716,0.0016624505224172026
0.0008875629282556474,0.35895922780036926,0.018012469401583076,0.0006747429215465672,0.0005650014209095389,0.6073518991470337,0.013549103168770671
0.0003656733751995489,0.024253960233181715,0.0016065493400674313,0.0003465417139523197,0.00030973630055086687,0.9696189910173416,0.003498547710478306
0.001178135396912694,0.0025850657548289746,0.11367399990558624,0.0013800788292428479,0.0008009004523046315,0.29883745685219765,0.5815443620085716
0.0012113456759834662,0.01509192306548357,0.00690881151240319,0.001247282008989714,0.0014527742459904402,0.008348557748831809,0.9657393097877502
0.00011052888658014126,7.643569369975012e-05,0.0012216424365760759,0.0005049763349234127,0.9978068172931671,0.0001173049386125058,0.00016227394007728435
0.0006884837348479778,0.007862542755901814,0.004957543569616973,0.0010892812570091337,0.00041114116174867377,0.9781478941440582,0.006843107286840677
0.013152035186067224,0.9617690145969391,0.0008956270467024297,0.00046825399476801977,0.0004455809175851755,0.02154973428696394,0.0017197645211126655
0.0002514824846002739,0.0002847664727596566,0.9969182014465332,0.0010557093773968518,0.000135784073791001,0.0003707201831275597,0.0009833322692429647
0.0001222144055645913,0.00012303335643082391,0.002344713866477832,0.9968593120574951,0.0001198121299239574,0.0001290558975597378,0.00030185338619048707
0.0018235762836411595,0.01369138597510755,0.06914824154227972,0.002464493562001735,0.0005172430610400625,0.06488867662847042,0.8474663943052292
0.0027533507090993226,0.0016210009925998747,0.16555996984243393,0.8151078224182129,0.0015085672202985734,0.002079625293845311,0.011369660031050444
0.003341049130540341,0.9935894757509232,0.00042920331907225773,0.00025201627067872323,0.00011965342673647683,0.0016150839510373771,0.0006535119246109389
9.374062028655317e-05,8.612236615590518e-05,0.0006532179104397073,0.0005225513086770661,0.9983037859201431,0.0001573471545270877,0.0001832403395383153
0.0022460074396803975,0.9134706109762192,0.0007581678219139576,0.00033973662721109577,0.000358186436642427,0.08123033866286278,0.0015969232190400362
8.354746842087479e-05,7.59007862143335e-05,0.0008405093249166384,0.9985726773738861,8.858520322974073e-05,9.014056013256777e-05,0.00024866630337783135
0.00028596222909982316,0.0006313432677416131,0.04318857891485095,0.9448852688074112,0.0002022099906753283,0.00047917420306475833,0.010327450232580304
0.046833147294819355,0.9493904411792755,0.0006813355576014146,0.00030138634247123264,0.0005692140839528292,0.0016900306363822892,0.0005344347810023464
0.000585530448006466,0.9920342415571213,0.00035999295505462214,0.0001340311337116873,0.0001051800591085339,0.00574179959949106,0.0010392431722721085
0.002581962529802695,0.09353967197239399,0.018470998154953122,0.0014180027355905622,0.0051850302261300385,0.05851528234779835,0.8202890604734421
0.00026603752121445723,0.000495645115734078,0.957042932510376,0.001718629151582718,0.00024797001242404804,0.005264781415462494,0.034963959362357855
0.001151027317973785,0.0008037791267270222,0.07660320680588484,0.9118055105209351,0.0007970194710651413,0.001490715192630887,0.007348734652623534
0.00018238047778140754,0.0001186594890896231,0.0030524404137395322,0.9961724430322647,8.281416648969753e-05,0.00015138530034164432,0.00023988000975805335
5.1318592340976465e-05,5.446299746836303e-05,0.0007268045737873763,0.00018316931891604327,0.9988318979740143,7.456415278284112e-05,7.782108059473103e-05
0.008262406685389578,0.9635181576013565,0.003873695619404316,0.000883672502823174,0.0004631279662135057,0.019654727075248957,0.003344235592521727
0.0008632639364805073,0.9172366857528687,0.0018979849119205028,0.0005446699069580063,0.0003784686850849539,0.06542734242975712,0.013651571236550808
0.002128335676388815,0.05425230320543051,0.0249994695186615,0.002078396762954071,0.0009886381158139557,0.7890314012765884,0.12652145884931087
0.036548151168972254,0.9452909827232361,0.001747469897964038,0.000490756327053532,0.0002826079544320237,0.012600946007296443,0.0030390736646950245
0.0005613540779449977,0.0008836966298986226,0.02469723066315055,0.0010957748454529792,0.0003799083897320088,0.04576620925217867,0.9266158193349838
0.0004201977644697763,0.004403924278449267,0.010857375105842948,0.0003578755167836789,0.0005866596329724416,0.9754084646701813,0.007965518976561725
7.810670285834931e-05,7.989073583303252e-05,0.00048152149247471243,0.9990300387144089,7.732159792794846e-05,7.734329483355395e-05,0.00017575855963514186
0.0011068586754845455,0.0012735283671645448,0.9237855076789856,0.025756381452083588,0.04285979084670544,0.0012639344786293805,0.003954012296162546
0.9361681640148163,0.05478824395686388,0.0018916827975772321,0.00041403153591090813,0.00031394433972309344,0.005366342491470277,0.0010575628548394889
0.00832242181058973,0.9111727625131607,0.003612383676227182,0.0007496588004869409,0.0006577545864274725,0.06400914397090673,0.0114758494310081
0.0002851434037438594,0.0003275558919995092,0.9830494523048401,0.001451154937967658,0.00045029696048004553,0.0036470022751018405,0.010789406253024936
0.0005616627604467794,0.00765976682305336,0.00197808924713172,0.0005374550528358668,0.0004472911896300502,0.029044382739812136,0.9597713500261307
0.0024986007483676076,0.9822866320610046,0.0004966136475559324,0.00019263839749328326,0.0010351768869441003,0.012873835628852248,0.0006164742444525473
0.001070321857696399,0.001460984189179726,0.011329278349876404,0.0024394603387918323,0.0006089569942560047,0.23898978903889656,0.7441012114286423
8.466615508950781e-05,9.940251948137302e-05,0.9981141835451126,0.0008188792271539569,7.918619667179883e-05,0.00026829135094885714,0.0005353933447622694
0.0321392766200006,0.006042177905328572,0.000523374808835797,0.00027056020553573035,0.00021395522344391793,0.9566106498241425,0.004199994553346187
0.0001243687183887232,0.00013058327203907538,0.0015663110534660518,0.997702345252037,9.234737626684364e-05,0.0001636982888157945,0.00022035097572370432
0.0014170545036904514,0.0008136637334246188,0.8698199987411499,0.0147171460557729,0.001121630921261385,0.001695880840998143,0.11041463539004326
0.0003081060422118753,0.002694439492188394,0.0017108295287471265,0.00038406470412155613,0.0003431468066992238,0.9817867428064346,0.012772663729265332
0.0018766388238873333,0.262567862868309,0.006865005358122289,0.0005344083183445036,0.0005139277709531598,0.12209269404411316,0.6055494546890259
7.741143781458959e-05,9.261838840757264e-05,0.0005273278948152438,0.0004817358494619839,0.9986100345849991,8.70626372488914e-05,0.00012380680345813744
0.9862153381109238,0.0036582325701601803,0.0011673495755530894,0.000336048051394755,0.0002987982370541431,0.007757076877169311,0.0005671274702763185
0.001059445712598972,0.0015833209617994726,0.8515979647636414,0.003136148792691529,0.0005850133675266989,0.005532405455596745,0.13650571554899216
0.001097350163036026,0.001560716307722032,0.818330243229866,0.15815316699445248,0.0009857299592113122,0.002121836965670809,0.0177509228233248
9.676175068307202e-05,7.004932194831781e-05,0.0012311624450376257,0.0009871987713268027,0.9973864555358887,9.102803051064257e-05,0.0001373338691337267
4.949738740833709e-05,3.512016292006592e-05,0.000375713461835403,0.9992849677801132,0.00011120456110802479,4.7079918658710085e-05,9.641153610573383e-05
0.002593764220364392,0.0405254396609962,0.09837090037763119,0.001952267630258575,0.003170756855979562,0.3246782012283802,0.5287086740136147
0.0009862680890364572,0.0071505679516121745,0.7539372593164444,0.0018480020225979388,0.0005051674888818525,0.021426898427307606,0.21414582058787346
0.003639924805611372,0.05249289236962795,0.021239394089207053,0.002035554760368541,0.0028031457331962883,0.6278682947158813,0.28992078825831413
4.7660957534390036e-05,4.310257008910412e-05,0.0005421399546321481,0.00018180337428930216,0.9990595430135727,5.708670687454287e-05,6.864148326712893e-05
5.920612420595717e-05,5.463059824251104e-05,0.0009787585731828585,0.00020187651898595504,0.9985484331846237,5.6202253290393855e-05,0.00010088639464811422
0.0008506590529577807,0.0007457444007741287,0.8941993564367294,0.012221193639561534,0.001011610438581556,0.01162337837740779,0.07934802863746881
0.001629287813557312,0.000984309968771413,0.11785894818603992,0.00427955441409722,0.0009840184793574736,0.10864572785794735,0.765618160367012
0.0010084858804475516,0.9058669209480286,0.0026782518543768674,0.00046728211600566283,0.00027749485161621124,0.08426278829574585,0.005438739666715264
0.007313732756301761,0.8111638128757477,0.0046335175866261125,0.0008324164809891954,0.000805221643531695,0.165128281340003,0.010123016894795
0.000960942794336006,0.9864211827516556,0.00036635085416492075,0.00018795246796798892,0.00014179613026499283,0.010670261573977768,0.0012515046837506816
0.34603825956583023,0.605220302939415,0.008082579472102225,0.002276444050949067,0.001847009640187025,0.031947650015354156,0.00458776019513607
0.0005070542028988712,0.9698732495307922,0.0017373524606227875,0.0006502050528069958,0.0005059800314484164,0.009594715433195233,0.017131475964561105
0.00037282186531228945,0.00030231116761569865,0.03992722695693374,0.9579888433218002,0.0002479047288943548,0.0004180753239779733,0.0007427867676597089
8.488234561809804e-05,7.289773748198058e-05,0.0005744213267462328,0.9989302307367325,7.946267032821197e-05,9.163051436189562e-05,0.00016650978795951232
0.000990064349025488,0.0006475839618360624,0.020343035692349076,0.956099659204483,0.018320824019610882,0.0009592523419996724,0.0026395797031000257
0.00014260611533245537,0.00017419691903342027,0.005160765256732702,0.9933126419782639,0.00020219572252244689,0.00015608782450726721,0.0008515098597854376
0.002714665053645149,0.41919344663619995,0.010125567787326872,0.0015863802109379321,0.0009027507621794939,0.3489595055580139,0.21651770174503326
0.00010872259554162156,9.162817696051206e-05,0.0008744762890273705,0.00042545746691757813,0.9982320815324783,0.0001376967138639884,0.0001299261384701822
0.0018390155164524913,0.0024859262339305133,0.6125013455748558,0.004950582224410027,0.00390944693936035,0.04902511928230524,0.3252885565161705
0.0012579731992445886,0.5245750546455383,0.0014908067823853344,0.0004237778193783015,0.0003837526746792719,0.46412669122219086,0.007741925306618214
